wb,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,
983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,14.0,,,69.0,,,46.0,,,51.0
985,,,122.0,68.0,56.0,67.0,63.0,46.0,40.0,61.0,50.0,30.0,51.0,40.0,55.0,51.0,60.0,57.0,49.0,54.0,57.0,86.0,77.0,83.0,94.0,67.0,69.0,63.0,,92.0,,147.0,,80.0,,109.0,
987,,,,,,,,,,,,,,,,,,,46.0,,,26.0,,,89.0,,,106.0,,,55.0,,,75.0,,,35.0
988,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,22.0,,,,22.0,,,23.0
992,,,5.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,,
998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,18.0,,
999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,8.0,,
1000,91.0,,,,,66.0,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,
1001,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,19.0,,,,,,17.0,
1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,9.0
1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,
1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,14.0
1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,
1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,9.0,,,
1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.0,,,,,
1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
1215,,,,,,,,,,,,,,,,,,,,198.0,,,,,,,,,,,,,,122.0,,,
1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,103.0
1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,4.0,,
1226,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,31.0,,,43.0
1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,3.0,,,,
1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,,,,,,,,,,,,,,,,,,337.0,,,,,,,,,,,,,,,,48.0,,,44.0
1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,
1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,
1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,
1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,
1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,
1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
1806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,
1807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,,204.0,,,,,,,,,,,,438.0,,
2003,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,27.0,,,,,,19.0
2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
2102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,
2205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,,,,,,,,,,,,,,,,,,,39.0,,,45.0,,,,,,,,,,,24.0,,,,
2302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,
2303,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,32.0,,,
2304,,,,,,,,,,,,,,,,,,,,,,162.0,,,,,,,,,,,,16.0,,,
2305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,
2306,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,15.0,,,,
2307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,
2308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288.0,,,
2403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,
2404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,3.0,,,,
2503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.0,,,405.0,,
3001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0,,,,,,339.0
3002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0,,,,,
3003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,
3004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,43.0
3005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,11.0
3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,24.0
3008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
3101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3102,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,12.0,,,,,
4101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,
4104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,6.0
6181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,,,,,,116.0
6258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,,,,,,154.0
6341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,24.0
6448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,
6449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,
6465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,
6474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,24.0
6475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,19.0
6511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,
6640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,,,,
6664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0,,,
6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,
6671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,44.0
6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,7.0
6880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,
7025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,12.0
7052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,13.0
7058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,
7059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,
7078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,108.0
7110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,
7132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,
7180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,89.0
7181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,45.0
7182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,
7271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,
11002,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,1.0,,,
11003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,
11005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,
11102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,
11103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11105,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,14.0,,,,
11201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,,,
11202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0,,,
11203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11206,,112.0,,,47.0,,,,13.0,,,98.0,,,38.0,,,,89.0,,,204.0,,,,143.0,,219.0,,,,122.0,,,,,90.0
11207,,,,,,,,,,,,,,,,,,224.0,,,,,,,247.0,,,,,,,,,,,,
11301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,,,
11502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11504,,,,,,,,25.0,40.0,26.0,89.0,,,,,,51.0,70.0,,,,,,,,,44.0,,,,,,6.0,,,,
11505,,,,203.0,,,,10.0,28.0,55.0,100.0,,,,,,45.0,22.0,,17.0,,,40.0,,,13.0,,,,,,,27.0,,,,
11506,,,52.0,,,,,,,,,19.0,,,,,,,17.0,,29.0,,,,15.0,,,16.0,,,,,,33.0,,,27.0
20084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,20.0
36364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,
36368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,
36387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,
36389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,
36454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,
36562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,
36582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,110.0
36617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,
36666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,37.0
36699,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,25.0,,,,20.0,
36799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,10.0
36801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,28.0
37023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,
37024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,
