wb,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
7134,,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,,,,,,,,,,,2.0,,,,2.0,,
7135,3.0,,,4.0,,,3.0,,,,3.0,,,4.0,,,,,,4.0,,,,4.0,,,,,,,4.0,,,4.0,,,
7136,,,,,,,,,,2.0,,,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,,,1.0,,1.0,,,1.0,2.0,,,,
7137,1.0,1.0,1.0,,2.0,,,,,2.0,,1.0,1.0,2.0,,,2.0,,,,2.0,2.0,2.0,,,,,3.0,3.0,,,,3.0,,,,
7139,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,,2.0,,2.0,,4.0,
7140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,4.0,,,
7141,,,,,,,,,,,,2.0,,,,2.0,,,,2.0,,,,,,,,,,,2.0,,,,,2.0,
7142,,,,,,,,,,,,,,2.0,3.0,2.0,2.0,3.0,,2.0,,3.0,,2.0,,,2.0,,,2.0,,3.0,,,3.0,,
7143,,,,,,,2.0,,,1.0,,2.0,,3.0,2.0,2.0,1.0,,,,,,,,2.0,,2.0,,,,,1.0,,,,1.0,
7144,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,,,,,,,3.0,3.0,,,,,
7145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
7146,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,
7148,,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,3.0,,,,3.0,,,,
7149,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,,,,3.0,,,,,
7151,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
7152,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,2.0,,,,2.0,,,,1.0,3.0,,,
7153,,,,,,,,,,,,,3.0,,,,2.0,,,,,,,,,,,3.0,,,,,3.0,,,,
7154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7155,,,,,,4.0,3.0,3.0,3.0,,,,,3.0,3.0,3.0,,4.0,4.0,,,4.0,4.0,3.0,4.0,4.0,4.0,,,4.0,,,,,,4.0,
7157,,,,,,,,,,,,,,,2.0,,1.0,,,,,2.0,,,,,3.0,,,,,3.0,,,,,
7159,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,2.0
7160,,,,,,,,,2.0,,,,,2.0,2.0,2.0,,2.0,,2.0,2.0,2.0,,2.0,,2.0,,2.0,2.0,,,2.0,1.0,2.0,,,2.0
7161,,,,,,,,,,,,,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,,4.0,,4.0,,4.0,
7163,,,,,,1.0,,,,1.0,,,1.0,2.0,1.0,1.0,2.0,2.0,,,,,3.0,,,,2.0,,,,,2.0,,,,2.0,
7164,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,2.0,,,,,
7165,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,1.0,,,,,,,1.0,,,,2.0,
7167,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,2.0,,2.0,3.0,,,,,2.0,,,,
7168,,,,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,,,,,
7169,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,2.0,,,,,,,,,,0.0,,
7170,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,2.0
7171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,4.0,,,,,,
7172,,,,,,,,,,,,,2.0,,,,2.0,,,,2.0,,,,2.0,,,,,,2.0,,,,2.0,,
7173,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,,,2.0,,2.0,,,,,,3.0,,,,
7175,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,2.0,
7176,,,,3.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,,,,,,
7177,,,,,,1.0,,,1.0,,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,,,3.0,,,3.0,,,3.0,3.0,,2.0,,,2.0,3.0,,2.0,
7179,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,,3.0,,,3.0,,,2.0,,3.0,3.0,,,3.0
7180,,,,,,2.0,3.0,3.0,3.0,,2.0,3.0,2.0,2.0,4.0,4.0,4.0,,4.0,,,4.0,,,,,4.0,,,,,,4.0,,,,
7181,,,,,,,,,,,,,,2.0,,,,3.0,,,,,,,,,,3.0,,,,,,,,,
7182,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,2.0,
7184,,,,,,,,,2.0,1.0,2.0,,,,2.0,2.0,2.0,,,,,,,,,2.0,,,,1.0,,2.0,1.0,2.0,,,
7185,,,,,,,,,,,3.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,,,3.0,,,,3.0
7186,,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,,,,,,,,,,,2.0,,,,,2.0,
7187,,,,,,,,,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,
7188,,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,2.0,,,,2.0,
7189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7190,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,,4.0,,,4.0,,,,
7191,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,,2.0,1.0,,,1.0,,,,,2.0,2.0,,,2.0,,,2.0,
7192,,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,,,2.0,,,,,3.0,2.0,2.0,,,
7193,,,,,,3.0,3.0,3.0,3.0,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0
7194,,,,,,,,,,,,2.0,2.0,2.0,2.0,3.0,3.0,,,,,,,,,,,4.0,,,,,3.0,,,,
7195,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,2.0,
7196,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,,
7197,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,2.0,1.0,1.0,1.0,,,2.0,1.0,,,,
7198,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,2.0,
7199,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,3.0,,,,,
7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,2.0
7201,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,2.0,,
7202,,,,,,2.0,2.0,2.0,,,1.0,,2.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,2.0,,,,2.0,
7203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7204,,,,,,,2.0,2.0,2.0,2.0,,,,2.0,2.0,3.0,2.0,,2.0,,,2.0,,,,2.0,,,,,,3.0,,,,,
7205,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,3.0,,,2.0,,3.0,,,,,,,3.0,,
7207,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,,,3.0,,,,,,,,4.0,,,,,,
7208,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,3.0,,,3.0,,,,
7209,,,,,,,,,3.0,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,3.0,,,3.0,,,,,,3.0,,,,,
7210,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0
7211,,,,,,2.0,2.0,3.0,2.0,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,,,,,,,,,2.0,,,,2.0,,
7212,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,3.0,3.0,,,,,,
7213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
7215,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,1.0,1.0,,,2.0,
7217,,,,,,,,4.0,,,,,,4.0,,,,,,,,,,,,,,4.0,,,,,3.0,,,,
7218,,,,1.0,,3.0,,,,,,,,3.0,,,,,,,,,,,,3.0,3.0,,,,,3.0,,,,,
7219,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,3.0,,,,,,,,2.0,,,2.0,3.0,,3.0
7220,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,3.0,,,,,
7221,,,,,,,,,,,,,2.0,,,,2.0,,,,2.0,,,,,,,,,,2.0,,,,2.0,,
7222,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,
7225,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
7226,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,2.0,
7227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0,,,,2.0
7228,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,
7229,,0.0,,,0.0,,,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,2.0,,,,,,,,2.0,,,,2.0,,
7231,,2.0,,,2.0,,,,,,,,,,,,2.0,,,,,2.0,,,,,,2.0,,,,,,,,,
7233,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,
7234,,,,,,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,,,
7235,,,,,,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,
7236,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,,1.0,2.0,,1.0,2.0,2.0,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,,,
7237,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0,,,,,
7238,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,2.0,,,,2.0,,
7240,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,,2.0,,,,,,,,,,,,3.0,,,,,,
7241,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,3.0,,,,,,
7242,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,3.0,
7243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7244,,,,,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,,3.0,,3.0,,3.0,
7245,,,,,,2.0,,,,,2.0,,,,,,2.0,,,,,,,,,,3.0,,,,,2.0,,,,3.0,
7246,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,
7247,,,,,,,,1.0,,,,,2.0,,,,,,,,1.0,,,1.0,2.0,,,,,,2.0,,,,3.0,,
7248,,,,,,,2.0,2.0,3.0,2.0,3.0,,,,3.0,3.0,2.0,,,,,,,,,,3.0,,,,,3.0,,,,,
7249,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,2.0,,2.0,,2.0,2.0,2.0,,,,
7250,,,,,,,,,,1.0,,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,2.0,,,,
7252,,,,,,,1.0,,,,,3.0,,,,,2.0,,,,,,,,2.0,,,,,,,3.0,,,,,
7253,,,,,,,,,,,,,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0
7255,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,2.0,,,,,,2.0,,,,2.0,
7256,,,,0.0,,,,1.0,,,,,2.0,,,,0.0,0.0,1.0,1.0,,,,,,,,,,,1.0,,,,2.0,,
7257,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0,,,,,,2.0,,,,4.0,,
7258,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,2.0,,3.0,,,,,3.0,,,2.0,,,
7259,,,,,,,,,,,2.0,2.0,2.0,3.0,2.0,2.0,3.0,,3.0,,,,3.0,,,3.0,,,,,,3.0,,,,,
7260,,,,,,,,,,,,,,,2.0,,,2.0,,2.0,,2.0,,,2.0,,,2.0,,,,,2.0,,2.0,,
7261,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,3.0,,,
7262,,,,,,,,,3.0,,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,2.0,,,,,,,,2.0,,,2.0,3.0,,,
7263,,,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,,,2.0,,,,,2.0,,,,
7264,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,1.0,
7265,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,2.0,,,,,2.0,,,,
7266,,,,,,,,,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,2.0
7268,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,2.0,
7269,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,3.0,,,,,,
7270,,,,,,,2.0,,2.0,,2.0,,2.0,,,2.0,,,,,,,,,2.0,,,2.0,,,,,2.0,,,,
7271,,,,,,,,,,0.0,,2.0,,,,2.0,,,,2.0,1.0,,,,2.0,,,2.0,,,,,2.0,,,,
7272,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,3.0,,,,,,
7274,,,,,,,,,,,,,,,3.0,,,2.0,,,,,,0.0,,,2.0,,,,,3.0,2.0,,,,
7275,,3.0,,,4.0,4.0,,,,,4.0,,,,,,,,,,,,,,,,4.0,,,,,4.0,,,,,
7276,,,,,,,,3.0,1.0,,,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,3.0,,,,,
7277,,,,,,,2.0,,,2.0,,,,2.0,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,2.0,,,2.0,,,,
7279,,,,,,,,2.0,2.0,,,,,,,,,,,,2.0,2.0,,2.0,2.0,3.0,2.0,,,,,3.0,,,,,
7280,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,2.0,
7282,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,2.0,,,,2.0,
7283,,,,,,,,,,,,3.0,,,,2.0,,,,3.0,,,,,,,,,,,3.0,,,,,,
7284,,,,,,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,2.0,2.0,3.0,,2.0,,,3.0,,2.0,2.0,3.0,3.0,3.0,3.0,,3.0,
7286,,,,,,,1.0,,2.0,0.0,,,1.0,1.0,2.0,2.0,1.0,1.0,,2.0,2.0,,,,2.0,,2.0,,,,,,3.0,,,,
7287,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,2.0,,,
7288,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,4.0,,,,,,,3.0,,,,,
7290,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,1.0,,,,1.0,
7291,,,,,,,,,,,3.0,3.0,,,4.0,3.0,,4.0,,,4.0,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
7292,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,1.0,,,,,
7293,,,,,,,,,,,,,,2.0,,,,2.0,,,3.0,,,,,3.0,,,2.0,,,2.0,,,,,
7295,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,4.0,,,,,,
7296,,,,,,,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,,3.0,,3.0,3.0,3.0,
7297,,,,,,,2.0,1.0,2.0,2.0,,1.0,1.0,,2.0,2.0,,,2.0,2.0,2.0,,,2.0,,,2.0,,2.0,1.0,,,2.0,,2.0,2.0,
7299,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
7300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7301,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,1.0,,
7302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,2.0,,,,
7303,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,3.0,,,,3.0
7304,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,3.0,3.0,,,,,,
7305,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,,,,,,
7306,,,,,,,,,,1.0,,,,2.0,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,2.0,,2.0,2.0,2.0,
7307,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,2.0,,
7308,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,3.0,,
7309,,,,,,,,2.0,,,,,2.0,2.0,3.0,3.0,2.0,,2.0,,,,,,,,,,2.0,,,,2.0,,,,
7310,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,
7311,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,
7312,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,,,,,,,,2.0,,,,2.0,3.0,,2.0,,3.0,
7313,,,,,,,,2.0,,,,,,2.0,,,,3.0,,,,1.0,,,,,,,,,3.0,,,,,,
7314,,,,,,,,,,,,,,,,,,,,,3.0,,,,,2.0,,,,,,3.0,,,,,
7315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,3.0,,
7316,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,3.0,,,,,,
7317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,,,
7318,,3.0,3.0,4.0,4.0,,,,,,,,,,,,4.0,,,,,,4.0,,,,,,,4.0,,,,,,,
7319,,,,,,,,,,,,,,,3.0,,,,2.0,,,,,,,,,,,,2.0,,,,,1.0,
7320,,,,,,,,,,,,3.0,,,,,,,,,,,,,4.0,,,,,,,4.0,,,,,
7322,,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,3.0,2.0,3.0,,3.0,,3.0,,4.0,
7323,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,3.0,,,,,
7324,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,3.0,,,,
7325,,,,,,,,,,,,1.0,,1.0,,1.0,,2.0,,2.0,,1.0,2.0,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0
7326,,,,,,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,,4.0,
7328,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,1.0
7329,,,,,,,,,,,,,4.0,4.0,3.0,3.0,4.0,,4.0,,,,,,3.0,,,,,,4.0,,,,,,4.0
7330,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,4.0,,,,,
7331,,,,,,,,,,,,,,,4.0,,,3.0,,,,,,3.0,,,,,,,3.0,,,,,,4.0
7333,,,,,,,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,,,,,,,,,3.0,,,,3.0,,,,
7334,,,1.0,2.0,2.0,,2.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,
7335,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,
7336,,,,,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,2.0,2.0
7337,,,,,,,,,,,,2.0,,,,2.0,,,,2.0,,2.0,2.0,,2.0,,2.0,,,,2.0,2.0,,,,1.0,
7338,,,,,,,,,,,,3.0,3.0,3.0,4.0,3.0,4.0,,,4.0,,,4.0,,,,,4.0,,,,,,3.0,,,
7339,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,2.0,,,,,,,3.0,,,,,
7340,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,2.0,,,,2.0,
7341,,,,,,,,,,,,,,,,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0
7342,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,2.0,,,,,,1.0,,,,,2.0,,,,2.0,
7343,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,2.0,
7344,,,,,,,,1.0,1.0,1.0,,,,1.0,,1.0,,2.0,1.0,,2.0,,,,,,2.0,,,,,2.0,,,,,
7345,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,3.0,,,,,,
7346,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,
7347,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,
7349,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,
7350,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,2.0,,,,
7352,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,0.0,,,,1.0
7353,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,3.0,,,,,,2.0,,
7354,,,,,,,,,,,,,3.0,3.0,2.0,3.0,2.0,,,,,2.0,3.0,,3.0,,,2.0,,,2.0,,,2.0,,,2.0
7357,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,3.0,3.0,3.0,3.0,3.0,,3.0,2.0,3.0,,3.0,
7358,2.0,,2.0,1.0,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,3.0,,,,,,2.0,,,,2.0,
7359,,,,,,,,,,,,,,1.0,,,,,,3.0,,,,,2.0,,,,1.0,,,,,,2.0,,
7360,,,,,,,,,,,,1.0,,,,2.0,,,,1.0,,,,,,2.0,,,,,,3.0,,,,,
7361,,,,,,2.0,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,,,
7362,,,,,,,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0
7365,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,1.0,,,,,,,2.0,,,,,,
7366,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,3.0,,,,,
7367,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,4.0,,,,
7368,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,
7369,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,2.0,,,,,,2.0,,,,3.0,,
7370,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,2.0,
7371,,,2.0,2.0,,,,,2.0,,,,,2.0,,,,,,,,,,,3.0,,,,,,3.0,,,,,,
7372,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,2.0,
7373,,2.0,,1.0,2.0,,,2.0,2.0,,1.0,1.0,2.0,1.0,2.0,2.0,,2.0,2.0,2.0,,,,,,,,,2.0,,,,2.0,,,,
7374,,,,,,,,2.0,,,,3.0,,2.0,,,,,,,,,,,3.0,,,,,,,3.0,,,,,
7376,,,,,,,,,3.0,,,,,,,2.0,,,,,,,,,3.0,,,,,,,3.0,,,,,
7377,,,2.0,2.0,,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,,,,,,1.0,,,,2.0,,,,
7378,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
7379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7380,,,,,,,,,,1.0,,,1.0,,,,1.0,,,1.0,,,2.0,1.0,1.0,,2.0,,1.0,1.0,,,1.0,,,2.0,
