v,t,N,age,D age,y,ln y
104,2008,3762.0,38.8210026,0,5.484315046466149,1.7018922083479624
104,2009,3801.0,39.14091873,0,5.29654410458772,1.6670545521391091
104,2010,3848.0,39.59092692,0,5.478785617569132,1.7008834737690626
104,2011,3850.0,39.8474833,0,5.414874725459853,1.6891497454595532
104,2012,3881.0,40.0680426,0,5.41342061315886,1.6888811690559251
104,2013,3905.0,40.43667407,0,5.285876852313131,1.6650385189589847
104,2014,3888.0,40.72359234,0,5.518528704148595,1.7081112856576286
104,2015,3889.0,41.10429633,0,5.571395668384,1.7176455913822277
104,2016,3916.0,41.43375173,0,5.576535451668994,1.7185676967655192
104,2017,3945.0,41.70469672,0,5.757617636988165,1.7505237844602333
104,2018,3937.0,42.10139754,0,5.822094464,1.7616600705439145
104,2019,3929.0,42.49809836,0,5.88556970923301,1.772503543033203
104,2020,3921.0,42.89479918,0,5.971076459199226,1.7869272225740158
105,1990,8023.0,38.51606476,0,4.321729529922204,1.463655676284339
105,1991,8114.0,38.67195253,0,4.303428707629747,1.459412078833248
105,1992,8241.0,38.90606112,0,4.344719805327132,1.4689612699468904
105,1993,8334.0,38.96033453,0,4.362055048554365,1.4729432877260238
105,1994,8362.0,39.03204428,0,4.504758550318319,1.5051342936902072
105,1995,8449.0,39.06021567,0,4.619614813100001,1.5303113278299814
105,1996,8494.0,39.33642405,0,4.638633273228777,1.5344197696654012
105,1997,8535.0,39.46122439,0,4.699226188369014,1.5473978543886828
105,1998,8611.0,39.58234676,0,4.776750337894883,1.5637604696748468
105,1999,8718.0,39.6343477,0,4.702642422663969,1.548124568318995
105,2000,8728.0,39.92332465,0,4.769353741144356,1.562210811684636
105,2001,8802.0,40.2206121,0,4.789159690466667,1.5663549660679823
105,2002,8862.0,40.36888144,0,4.7562768680525656,1.5594651916111286
105,2003,8915.0,40.39578379,0,4.658378138629902,1.538667348637331
105,2004,9022.0,40.61063877,0,4.865717680116363,1.5822142237953845
105,2005,9480.0,40.66241804,0,4.885973426833334,1.5863685341865665
105,2006,9531.0,40.72164942,0,4.989981530289721,1.607432208411832
105,2007,9614.0,40.87125102,0,5.089538993265213,1.6271872553928866
105,2008,9661.0,41.11992629,0,5.075499283165373,1.624424901008051
105,2009,9641.0,41.38952634,0,4.573238166967105,1.5202215244409125
105,2010,9614.0,41.57120438,0,5.020426447425509,1.6135148797819738
105,2011,9717.0,41.62083259,0,4.927791762350365,1.5948909693218425
105,2012,9751.0,41.91892878,0,4.986169130631365,1.6066679056314264
105,2013,9856.0,42.02943716,0,4.91910476890707,1.593126556408722
105,2014,9896.0,42.27648191,0,5.176242714395583,1.6440794483703627
105,2015,9837.0,42.57612909,0,5.083682020144,1.62603580615953
105,2016,9914.0,42.85753204,0,5.140330778442673,1.637117431179079
